D_T,DateTime,Date,null2,Time,Prev,Curr,null3,duration,btc,eth,ch4,,,,
2021-01-03_13.50.03,2021-01-03 13:50:03,2021-01-03,13.50.03,13:50:03,,,,,25027,644.72,0,,,,
2021-01-03_13.50.24,2021-01-03 13:50:24,2021-01-03,13.50.24,13:50:24,0,0,1,0,25027,644.72,0,2021-01-03 3:50:00 PM,45,,
2021-01-03_13.50.41,2021-01-03 13:50:41,2021-01-03,13.50.41,13:50:41,0,0,1,0,25027,644.72,0,2021-01-03 5:50:00 PM,,,
2021-01-03_13.50.59,2021-01-03 13:50:59,2021-01-03,13.50.59,13:50:59,0,0,1,0,25027,644.72,0,2021-01-03 7:50:00 PM,,3120,
2021-01-03_13.51.18,2021-01-03 13:51:18,2021-01-03,13.51.18,13:51:18,0,1,1,0,25008,644.72,0,2021-01-03 9:50:00 PM,,,
2021-01-03_13.51.35,2021-01-03 13:51:35,2021-01-03,13.51.35,13:51:35,1,1,1,15,25008,644.72,0,2021-01-03 11:50:00 PM,,total time on toilet,total methane (ppm)
2021-01-03_13.51.52,2021-01-03 13:51:52,2021-01-03,13.51.52,13:51:52,1,1,1,15,25008,644.72,0,,,00:52:00,308
2021-01-03_13.52.09,2021-01-03 13:52:09,2021-01-03,13.52.09,13:52:09,1,1,1,15,25008,644.72,0,,,,
2021-01-03_13.52.28,2021-01-03 13:52:28,2021-01-03,13.52.28,13:52:28,1,0,1,0,25008,646.18,0,,,,
2021-01-03_13.52.46,2021-01-03 13:52:46,2021-01-03,13.52.46,13:52:46,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.53.02,2021-01-03 13:53:02,2021-01-03,13.53.02,13:53:02,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.53.19,2021-01-03 13:53:19,2021-01-03,13.53.19,13:53:19,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.53.37,2021-01-03 13:53:37,2021-01-03,13.53.37,13:53:37,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.53.54,2021-01-03 13:53:54,2021-01-03,13.53.54,13:53:54,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.54.11,2021-01-03 13:54:11,2021-01-03,13.54.11,13:54:11,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.54.30,2021-01-03 13:54:30,2021-01-03,13.54.30,13:54:30,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.54.48,2021-01-03 13:54:48,2021-01-03,13.54.48,13:54:48,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.55.05,2021-01-03 13:55:05,2021-01-03,13.55.05,13:55:05,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.55.22,2021-01-03 13:55:22,2021-01-03,13.55.22,13:55:22,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.55.40,2021-01-03 13:55:40,2021-01-03,13.55.40,13:55:40,0,0,1,0,25008,646.18,0,,,,
2021-01-03_13.55.58,2021-01-03 13:55:58,2021-01-03,13.55.58,13:55:58,0,0,1,0,24839,646.18,0,,,,
2021-01-03_13.56.14,2021-01-03 13:56:14,2021-01-03,13.56.14,13:56:14,0,0,1,0,24839,646.18,0,,,,
2021-01-03_13.56.31,2021-01-03 13:56:31,2021-01-03,13.56.31,13:56:31,0,0,1,0,24839,646.18,0,,,,
2021-01-03_13.56.48,2021-01-03 13:56:48,2021-01-03,13.56.48,13:56:48,0,0,1,0,24839,646.18,0,,,,
2021-01-03_13.57.05,2021-01-03 13:57:05,2021-01-03,13.57.05,13:57:05,0,0,1,0,24839,643.5,0,,,,
2021-01-03_13.57.21,2021-01-03 13:57:21,2021-01-03,13.57.21,13:57:21,0,0,1,0,24839,643.5,0,,,,
2021-01-03_13.57.38,2021-01-03 13:57:38,2021-01-03,13.57.38,13:57:38,0,0,1,0,24839,643.5,0,,,,
2021-01-03_13.57.56,2021-01-03 13:57:56,2021-01-03,13.57.56,13:57:56,0,0,1,0,24839,643.5,0,,,,
2021-01-03_13.58.15,2021-01-03 13:58:15,2021-01-03,13.58.15,13:58:15,0,0,1,0,24942,643.5,0,,,,
2021-01-03_13.58.33,2021-01-03 13:58:33,2021-01-03,13.58.33,13:58:33,0,0,1,0,24942,643.5,0,,,,
2021-01-03_13.58.51,2021-01-03 13:58:51,2021-01-03,13.58.51,13:58:51,0,0,1,0,24942,643.5,0,,,,
2021-01-03_13.59.08,2021-01-03 13:59:08,2021-01-03,13.59.08,13:59:08,0,0,1,0,24942,643.5,0,,,,
2021-01-03_13.59.26,2021-01-03 13:59:26,2021-01-03,13.59.26,13:59:26,0,0,1,0,24942,644.72,0,,,,
2021-01-03_13.59.42,2021-01-03 13:59:42,2021-01-03,13.59.42,13:59:42,0,0,1,0,24942,644.72,0,,,,
2021-01-03_13.59.59,2021-01-03 13:59:59,2021-01-03,13.59.59,13:59:59,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.00.16,2021-01-03 14:00:16,2021-01-03,14.00.16,14:00:16,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.00.34,2021-01-03 14:00:34,2021-01-03,14.00.34,14:00:34,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.00.51,2021-01-03 14:00:51,2021-01-03,14.00.51,14:00:51,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.01.07,2021-01-03 14:01:07,2021-01-03,14.01.07,14:01:07,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.01.24,2021-01-03 14:01:24,2021-01-03,14.01.24,14:01:24,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.01.43,2021-01-03 14:01:43,2021-01-03,14.01.43,14:01:43,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.01.59,2021-01-03 14:01:59,2021-01-03,14.01.59,14:01:59,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.02.17,2021-01-03 14:02:17,2021-01-03,14.02.17,14:02:17,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.02.35,2021-01-03 14:02:35,2021-01-03,14.02.35,14:02:35,0,0,1,0,24942,644.72,0,,,,
2021-01-03_14.02.53,2021-01-03 14:02:53,2021-01-03,14.02.53,14:02:53,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.03.09,2021-01-03 14:03:09,2021-01-03,14.03.09,14:03:09,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.03.26,2021-01-03 14:03:26,2021-01-03,14.03.26,14:03:26,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.03.43,2021-01-03 14:03:43,2021-01-03,14.03.43,14:03:43,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.04.00,2021-01-03 14:04:00,2021-01-03,14.04.00,14:04:00,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.04.17,2021-01-03 14:04:17,2021-01-03,14.04.17,14:04:17,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.04.35,2021-01-03 14:04:35,2021-01-03,14.04.35,14:04:35,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.04.51,2021-01-03 14:04:51,2021-01-03,14.04.51,14:04:51,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.05.09,2021-01-03 14:05:09,2021-01-03,14.05.09,14:05:09,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.05.26,2021-01-03 14:05:26,2021-01-03,14.05.26,14:05:26,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.05.42,2021-01-03 14:05:42,2021-01-03,14.05.42,14:05:42,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.06.00,2021-01-03 14:06:00,2021-01-03,14.06.00,14:06:00,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.06.17,2021-01-03 14:06:17,2021-01-03,14.06.17,14:06:17,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.06.35,2021-01-03 14:06:35,2021-01-03,14.06.35,14:06:35,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.06.55,2021-01-03 14:06:55,2021-01-03,14.06.55,14:06:55,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.07.14,2021-01-03 14:07:14,2021-01-03,14.07.14,14:07:14,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.07.35,2021-01-03 14:07:35,2021-01-03,14.07.35,14:07:35,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.07.52,2021-01-03 14:07:52,2021-01-03,14.07.52,14:07:52,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.08.09,2021-01-03 14:08:09,2021-01-03,14.08.09,14:08:09,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.08.26,2021-01-03 14:08:26,2021-01-03,14.08.26,14:08:26,0,0,1,0,24848,641.2,0,,,,
2021-01-03_14.08.46,2021-01-03 14:08:46,2021-01-03,14.08.46,14:08:46,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.09.04,2021-01-03 14:09:04,2021-01-03,14.09.04,14:09:04,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.09.22,2021-01-03 14:09:22,2021-01-03,14.09.22,14:09:22,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.09.38,2021-01-03 14:09:38,2021-01-03,14.09.38,14:09:38,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.09.57,2021-01-03 14:09:57,2021-01-03,14.09.57,14:09:57,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.10.14,2021-01-03 14:10:14,2021-01-03,14.10.14,14:10:14,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.10.30,2021-01-03 14:10:30,2021-01-03,14.10.30,14:10:30,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.10.47,2021-01-03 14:10:47,2021-01-03,14.10.47,14:10:47,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.11.04,2021-01-03 14:11:04,2021-01-03,14.11.04,14:11:04,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.11.21,2021-01-03 14:11:21,2021-01-03,14.11.21,14:11:21,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.11.39,2021-01-03 14:11:39,2021-01-03,14.11.39,14:11:39,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.11.59,2021-01-03 14:11:59,2021-01-03,14.11.59,14:11:59,0,0,1,0,24889,640.97,0,,,,
2021-01-03_14.12.16,2021-01-03 14:12:16,2021-01-03,14.12.16,14:12:16,0,0,1,0,24983,640.97,0,,,,
2021-01-03_14.12.34,2021-01-03 14:12:34,2021-01-03,14.12.34,14:12:34,0,0,1,0,24983,640.97,0,,,,
2021-01-03_14.12.51,2021-01-03 14:12:51,2021-01-03,14.12.51,14:12:51,0,0,1,0,24983,640.97,0,,,,
2021-01-03_14.13.08,2021-01-03 14:13:08,2021-01-03,14.13.08,14:13:08,0,0,1,0,24983,640.97,0,,,,
2021-01-03_14.13.25,2021-01-03 14:13:25,2021-01-03,14.13.25,14:13:25,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.13.42,2021-01-03 14:13:42,2021-01-03,14.13.42,14:13:42,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.14.00,2021-01-03 14:14:00,2021-01-03,14.14.00,14:14:00,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.14.19,2021-01-03 14:14:19,2021-01-03,14.14.19,14:14:19,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.14.41,2021-01-03 14:14:41,2021-01-03,14.14.41,14:14:41,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.15.02,2021-01-03 14:15:02,2021-01-03,14.15.02,14:15:02,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.15.20,2021-01-03 14:15:20,2021-01-03,14.15.20,14:15:20,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.15.37,2021-01-03 14:15:37,2021-01-03,14.15.37,14:15:37,0,0,1,0,24983,643.53,0,,,,
2021-01-03_14.15.55,2021-01-03 14:15:55,2021-01-03,14.15.55,14:15:55,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.16.12,2021-01-03 14:16:12,2021-01-03,14.16.12,14:16:12,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.16.29,2021-01-03 14:16:29,2021-01-03,14.16.29,14:16:29,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.16.46,2021-01-03 14:16:46,2021-01-03,14.16.46,14:16:46,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.17.04,2021-01-03 14:17:04,2021-01-03,14.17.04,14:17:04,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.17.21,2021-01-03 14:17:21,2021-01-03,14.17.21,14:17:21,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.17.38,2021-01-03 14:17:38,2021-01-03,14.17.38,14:17:38,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.17.55,2021-01-03 14:17:55,2021-01-03,14.17.55,14:17:55,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.18.12,2021-01-03 14:18:12,2021-01-03,14.18.12,14:18:12,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.18.29,2021-01-03 14:18:29,2021-01-03,14.18.29,14:18:29,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.18.46,2021-01-03 14:18:46,2021-01-03,14.18.46,14:18:46,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.19.03,2021-01-03 14:19:03,2021-01-03,14.19.03,14:19:03,0,0,1,0,24969,643.93,0,,,,
2021-01-03_14.19.21,2021-01-03 14:19:21,2021-01-03,14.19.21,14:19:21,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.19.37,2021-01-03 14:19:37,2021-01-03,14.19.37,14:19:37,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.19.54,2021-01-03 14:19:54,2021-01-03,14.19.54,14:19:54,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.20.12,2021-01-03 14:20:12,2021-01-03,14.20.12,14:20:12,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.20.30,2021-01-03 14:20:30,2021-01-03,14.20.30,14:20:30,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.20.47,2021-01-03 14:20:47,2021-01-03,14.20.47,14:20:47,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.21.04,2021-01-03 14:21:04,2021-01-03,14.21.04,14:21:04,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.21.20,2021-01-03 14:21:20,2021-01-03,14.21.20,14:21:20,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.21.38,2021-01-03 14:21:38,2021-01-03,14.21.38,14:21:38,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.21.55,2021-01-03 14:21:55,2021-01-03,14.21.55,14:21:55,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.22.13,2021-01-03 14:22:13,2021-01-03,14.22.13,14:22:13,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.22.29,2021-01-03 14:22:29,2021-01-03,14.22.29,14:22:29,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.22.47,2021-01-03 14:22:47,2021-01-03,14.22.47,14:22:47,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.23.03,2021-01-03 14:23:03,2021-01-03,14.23.03,14:23:03,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.23.20,2021-01-03 14:23:20,2021-01-03,14.23.20,14:23:20,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.23.36,2021-01-03 14:23:36,2021-01-03,14.23.36,14:23:36,0,0,1,0,25005,645.55,0,,,,
2021-01-03_14.23.53,2021-01-03 14:23:53,2021-01-03,14.23.53,14:23:53,0,0,1,0,25005,645.85,0,,,,
2021-01-03_14.24.10,2021-01-03 14:24:10,2021-01-03,14.24.10,14:24:10,0,0,1,0,25005,645.85,0,,,,
2021-01-03_14.24.27,2021-01-03 14:24:27,2021-01-03,14.24.27,14:24:27,0,0,1,0,25005,645.85,0,,,,
2021-01-03_14.24.43,2021-01-03 14:24:43,2021-01-03,14.24.43,14:24:43,0,0,1,0,25005,645.85,0,,,,
2021-01-03_14.25.01,2021-01-03 14:25:01,2021-01-03,14.25.01,14:25:01,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.25.17,2021-01-03 14:25:17,2021-01-03,14.25.17,14:25:17,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.25.35,2021-01-03 14:25:35,2021-01-03,14.25.35,14:25:35,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.25.52,2021-01-03 14:25:52,2021-01-03,14.25.52,14:25:52,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.26.09,2021-01-03 14:26:09,2021-01-03,14.26.09,14:26:09,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.26.26,2021-01-03 14:26:26,2021-01-03,14.26.26,14:26:26,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.26.42,2021-01-03 14:26:42,2021-01-03,14.26.42,14:26:42,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.26.59,2021-01-03 14:26:59,2021-01-03,14.26.59,14:26:59,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.27.18,2021-01-03 14:27:18,2021-01-03,14.27.18,14:27:18,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.27.35,2021-01-03 14:27:35,2021-01-03,14.27.35,14:27:35,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.27.51,2021-01-03 14:27:51,2021-01-03,14.27.51,14:27:51,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.28.08,2021-01-03 14:28:08,2021-01-03,14.28.08,14:28:08,0,0,1,0,25003,645.85,0,,,,
2021-01-03_14.28.25,2021-01-03 14:28:25,2021-01-03,14.28.25,14:28:25,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.28.42,2021-01-03 14:28:42,2021-01-03,14.28.42,14:28:42,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.28.58,2021-01-03 14:28:58,2021-01-03,14.28.58,14:28:58,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.29.15,2021-01-03 14:29:15,2021-01-03,14.29.15,14:29:15,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.29.34,2021-01-03 14:29:34,2021-01-03,14.29.34,14:29:34,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.29.51,2021-01-03 14:29:51,2021-01-03,14.29.51,14:29:51,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.30.07,2021-01-03 14:30:07,2021-01-03,14.30.07,14:30:07,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.30.24,2021-01-03 14:30:24,2021-01-03,14.30.24,14:30:24,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.30.43,2021-01-03 14:30:43,2021-01-03,14.30.43,14:30:43,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.30.59,2021-01-03 14:30:59,2021-01-03,14.30.59,14:30:59,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.31.16,2021-01-03 14:31:16,2021-01-03,14.31.16,14:31:16,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.31.34,2021-01-03 14:31:34,2021-01-03,14.31.34,14:31:34,0,0,1,0,24965,649.71,0,,,,
2021-01-03_14.31.55,2021-01-03 14:31:55,2021-01-03,14.31.55,14:31:55,0,0,1,0,24965,657.33,0,,,,
2021-01-03_14.32.11,2021-01-03 14:32:11,2021-01-03,14.32.11,14:32:11,0,0,1,0,24965,657.33,0,,,,
2021-01-03_14.32.28,2021-01-03 14:32:28,2021-01-03,14.32.28,14:32:28,0,0,1,0,24965,657.33,0,,,,
2021-01-03_14.32.44,2021-01-03 14:32:44,2021-01-03,14.32.44,14:32:44,0,0,1,0,24965,657.33,0,,,,
2021-01-03_14.33.01,2021-01-03 14:33:01,2021-01-03,14.33.01,14:33:01,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.33.18,2021-01-03 14:33:18,2021-01-03,14.33.18,14:33:18,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.33.35,2021-01-03 14:33:35,2021-01-03,14.33.35,14:33:35,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.33.52,2021-01-03 14:33:52,2021-01-03,14.33.52,14:33:52,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.34.10,2021-01-03 14:34:10,2021-01-03,14.34.10,14:34:10,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.34.26,2021-01-03 14:34:26,2021-01-03,14.34.26,14:34:26,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.34.43,2021-01-03 14:34:43,2021-01-03,14.34.43,14:34:43,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.34.59,2021-01-03 14:34:59,2021-01-03,14.34.59,14:34:59,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.35.17,2021-01-03 14:35:17,2021-01-03,14.35.17,14:35:17,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.35.35,2021-01-03 14:35:35,2021-01-03,14.35.35,14:35:35,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.35.52,2021-01-03 14:35:52,2021-01-03,14.35.52,14:35:52,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.36.08,2021-01-03 14:36:08,2021-01-03,14.36.08,14:36:08,0,0,1,0,24931,657.33,0,,,,
2021-01-03_14.36.26,2021-01-03 14:36:26,2021-01-03,14.36.26,14:36:26,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.36.43,2021-01-03 14:36:43,2021-01-03,14.36.43,14:36:43,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.37.00,2021-01-03 14:37:00,2021-01-03,14.37.00,14:37:00,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.37.17,2021-01-03 14:37:17,2021-01-03,14.37.17,14:37:17,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.37.35,2021-01-03 14:37:35,2021-01-03,14.37.35,14:37:35,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.37.52,2021-01-03 14:37:52,2021-01-03,14.37.52,14:37:52,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.38.09,2021-01-03 14:38:09,2021-01-03,14.38.09,14:38:09,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.38.26,2021-01-03 14:38:26,2021-01-03,14.38.26,14:38:26,0,0,1,0,24931,662.8,0,,,,
2021-01-03_14.38.43,2021-01-03 14:38:43,2021-01-03,14.38.43,14:38:43,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.39.00,2021-01-03 14:39:00,2021-01-03,14.39.00,14:39:00,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.39.16,2021-01-03 14:39:16,2021-01-03,14.39.16,14:39:16,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.39.35,2021-01-03 14:39:35,2021-01-03,14.39.35,14:39:35,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.39.52,2021-01-03 14:39:52,2021-01-03,14.39.52,14:39:52,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.40.09,2021-01-03 14:40:09,2021-01-03,14.40.09,14:40:09,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.40.25,2021-01-03 14:40:25,2021-01-03,14.40.25,14:40:25,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.40.42,2021-01-03 14:40:42,2021-01-03,14.40.42,14:40:42,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.40.59,2021-01-03 14:40:59,2021-01-03,14.40.59,14:40:59,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.41.16,2021-01-03 14:41:16,2021-01-03,14.41.16,14:41:16,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.41.33,2021-01-03 14:41:33,2021-01-03,14.41.33,14:41:33,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.41.52,2021-01-03 14:41:52,2021-01-03,14.41.52,14:41:52,0,0,1,0,24918,662.8,0,,,,
2021-01-03_14.42.09,2021-01-03 14:42:09,2021-01-03,14.42.09,14:42:09,0,0,1,0,24918,669.45,0,,,,
2021-01-03_14.42.26,2021-01-03 14:42:26,2021-01-03,14.42.26,14:42:26,0,0,1,0,24918,669.45,0,,,,
2021-01-03_14.42.42,2021-01-03 14:42:42,2021-01-03,14.42.42,14:42:42,0,0,1,0,24918,669.45,0,,,,
2021-01-03_14.43.00,2021-01-03 14:43:00,2021-01-03,14.43.00,14:43:00,0,0,1,0,24918,669.45,0,,,,
2021-01-03_14.43.17,2021-01-03 14:43:17,2021-01-03,14.43.17,14:43:17,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.43.35,2021-01-03 14:43:35,2021-01-03,14.43.35,14:43:35,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.43.51,2021-01-03 14:43:51,2021-01-03,14.43.51,14:43:51,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.44.08,2021-01-03 14:44:08,2021-01-03,14.44.08,14:44:08,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.44.25,2021-01-03 14:44:25,2021-01-03,14.44.25,14:44:25,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.44.41,2021-01-03 14:44:41,2021-01-03,14.44.41,14:44:41,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.44.58,2021-01-03 14:44:58,2021-01-03,14.44.58,14:44:58,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.45.14,2021-01-03 14:45:14,2021-01-03,14.45.14,14:45:14,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.45.34,2021-01-03 14:45:34,2021-01-03,14.45.34,14:45:34,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.45.51,2021-01-03 14:45:51,2021-01-03,14.45.51,14:45:51,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.46.09,2021-01-03 14:46:09,2021-01-03,14.46.09,14:46:09,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.46.25,2021-01-03 14:46:25,2021-01-03,14.46.25,14:46:25,0,0,1,0,24855,669.45,0,,,,
2021-01-03_14.46.43,2021-01-03 14:46:43,2021-01-03,14.46.43,14:46:43,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.47.00,2021-01-03 14:47:00,2021-01-03,14.47.00,14:47:00,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.47.16,2021-01-03 14:47:16,2021-01-03,14.47.16,14:47:16,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.47.34,2021-01-03 14:47:34,2021-01-03,14.47.34,14:47:34,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.47.52,2021-01-03 14:47:52,2021-01-03,14.47.52,14:47:52,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.48.08,2021-01-03 14:48:08,2021-01-03,14.48.08,14:48:08,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.48.25,2021-01-03 14:48:25,2021-01-03,14.48.25,14:48:25,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.48.43,2021-01-03 14:48:43,2021-01-03,14.48.43,14:48:43,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.49.00,2021-01-03 14:49:00,2021-01-03,14.49.00,14:49:00,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.49.17,2021-01-03 14:49:17,2021-01-03,14.49.17,14:49:17,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.49.34,2021-01-03 14:49:34,2021-01-03,14.49.34,14:49:34,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.49.52,2021-01-03 14:49:52,2021-01-03,14.49.52,14:49:52,0,0,1,0,24836,671.91,0,,,,
2021-01-03_14.50.10,2021-01-03 14:50:10,2021-01-03,14.50.10,14:50:10,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.50.27,2021-01-03 14:50:27,2021-01-03,14.50.27,14:50:27,0,0,1,0,24804,672.39,0,,,,
