D_T,DateTime,Date,null2,Time,Prev,Curr,null3,duration,btc,eth,ch4,,,,
2021-01-06_17.10.26,2021-01-06 17:10:26,2021-01-06,17.10.26,17:10:26,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.10.43,2021-01-06 17:10:43,2021-01-06,17.10.43,17:10:43,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.11.00,2021-01-06 17:11:00,2021-01-06,17.11.00,17:11:00,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.11.17,2021-01-06 17:11:17,2021-01-06,17.11.17,17:11:17,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.11.34,2021-01-06 17:11:34,2021-01-06,17.11.34,17:11:34,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.11.51,2021-01-06 17:11:51,2021-01-06,17.11.51,17:11:51,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.12.08,2021-01-06 17:12:08,2021-01-06,17.12.08,17:12:08,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.12.26,2021-01-06 17:12:26,2021-01-06,17.12.26,17:12:26,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.12.43,2021-01-06 17:12:43,2021-01-06,17.12.43,17:12:43,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.13.01,2021-01-06 17:13:01,2021-01-06,17.13.01,17:13:01,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.13.18,2021-01-06 17:13:18,2021-01-06,17.13.18,17:13:18,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.13.37,2021-01-06 17:13:37,2021-01-06,17.13.37,17:13:37,0,0,1,0,25657,871.79,0,,,,
2021-01-06_17.13.55,2021-01-06 17:13:55,2021-01-06,17.13.55,17:13:55,0,0,1,0,25657,870.53,0,,,,
2021-01-06_17.14.13,2021-01-06 17:14:13,2021-01-06,17.14.13,17:14:13,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.14.30,2021-01-06 17:14:30,2021-01-06,17.14.30,17:14:30,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.14.48,2021-01-06 17:14:48,2021-01-06,17.14.48,17:14:48,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.15.05,2021-01-06 17:15:05,2021-01-06,17.15.05,17:15:05,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.15.23,2021-01-06 17:15:23,2021-01-06,17.15.23,17:15:23,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.15.44,2021-01-06 17:15:44,2021-01-06,17.15.44,17:15:44,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.16.03,2021-01-06 17:16:03,2021-01-06,17.16.03,17:16:03,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.16.20,2021-01-06 17:16:20,2021-01-06,17.16.20,17:16:20,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.16.39,2021-01-06 17:16:39,2021-01-06,17.16.39,17:16:39,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.16.58,2021-01-06 17:16:58,2021-01-06,17.16.58,17:16:58,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.17.15,2021-01-06 17:17:15,2021-01-06,17.17.15,17:17:15,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.17.32,2021-01-06 17:17:32,2021-01-06,17.17.32,17:17:32,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.17.50,2021-01-06 17:17:50,2021-01-06,17.17.50,17:17:50,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.18.07,2021-01-06 17:18:07,2021-01-06,17.18.07,17:18:07,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.18.24,2021-01-06 17:18:24,2021-01-06,17.18.24,17:18:24,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.18.42,2021-01-06 17:18:42,2021-01-06,17.18.42,17:18:42,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.18.59,2021-01-06 17:18:59,2021-01-06,17.18.59,17:18:59,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.19.17,2021-01-06 17:19:17,2021-01-06,17.19.17,17:19:17,0,0,1,0,25624,870.53,0,,,,
2021-01-06_17.19.34,2021-01-06 17:19:34,2021-01-06,17.19.34,17:19:34,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.19.50,2021-01-06 17:19:50,2021-01-06,17.19.50,17:19:50,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.20.09,2021-01-06 17:20:09,2021-01-06,17.20.09,17:20:09,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.20.26,2021-01-06 17:20:26,2021-01-06,17.20.26,17:20:26,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.20.44,2021-01-06 17:20:44,2021-01-06,17.20.44,17:20:44,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.21.01,2021-01-06 17:21:01,2021-01-06,17.21.01,17:21:01,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.21.19,2021-01-06 17:21:19,2021-01-06,17.21.19,17:21:19,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.21.38,2021-01-06 17:21:38,2021-01-06,17.21.38,17:21:38,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.21.55,2021-01-06 17:21:55,2021-01-06,17.21.55,17:21:55,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.22.12,2021-01-06 17:22:12,2021-01-06,17.22.12,17:22:12,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.22.30,2021-01-06 17:22:30,2021-01-06,17.22.30,17:22:30,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.22.47,2021-01-06 17:22:47,2021-01-06,17.22.47,17:22:47,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.23.04,2021-01-06 17:23:04,2021-01-06,17.23.04,17:23:04,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.23.21,2021-01-06 17:23:21,2021-01-06,17.23.21,17:23:21,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.23.39,2021-01-06 17:23:39,2021-01-06,17.23.39,17:23:39,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.23.56,2021-01-06 17:23:56,2021-01-06,17.23.56,17:23:56,0,0,1,0,25663,871.77,0,,,,
2021-01-06_17.24.13,2021-01-06 17:24:13,2021-01-06,17.24.13,17:24:13,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.24.30,2021-01-06 17:24:30,2021-01-06,17.24.30,17:24:30,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.24.48,2021-01-06 17:24:48,2021-01-06,17.24.48,17:24:48,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.25.06,2021-01-06 17:25:06,2021-01-06,17.25.06,17:25:06,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.25.23,2021-01-06 17:25:23,2021-01-06,17.25.23,17:25:23,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.25.42,2021-01-06 17:25:42,2021-01-06,17.25.42,17:25:42,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.26.00,2021-01-06 17:26:00,2021-01-06,17.26.00,17:26:00,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.26.18,2021-01-06 17:26:18,2021-01-06,17.26.18,17:26:18,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.26.35,2021-01-06 17:26:35,2021-01-06,17.26.35,17:26:35,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.26.52,2021-01-06 17:26:52,2021-01-06,17.26.52,17:26:52,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.27.09,2021-01-06 17:27:09,2021-01-06,17.27.09,17:27:09,0,0,1,0,25624,871.3,0,,,,
2021-01-06_17.27.27,2021-01-06 17:27:27,2021-01-06,17.27.27,17:27:27,0,0,1,0,25624,873.72,0,,,,
2021-01-06_17.27.45,2021-01-06 17:27:45,2021-01-06,17.27.45,17:27:45,0,0,1,0,25624,873.72,0,,,,
2021-01-06_17.28.10,2021-01-06 17:28:10,2021-01-06,17.28.10,17:28:10,0,0,1,0,25624,873.72,0,,,,
2021-01-06_17.28.27,2021-01-06 17:28:27,2021-01-06,17.28.27,17:28:27,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.28.45,2021-01-06 17:28:45,2021-01-06,17.28.45,17:28:45,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.29.02,2021-01-06 17:29:02,2021-01-06,17.29.02,17:29:02,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.29.20,2021-01-06 17:29:20,2021-01-06,17.29.20,17:29:20,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.29.38,2021-01-06 17:29:38,2021-01-06,17.29.38,17:29:38,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.29.56,2021-01-06 17:29:56,2021-01-06,17.29.56,17:29:56,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.30.13,2021-01-06 17:30:13,2021-01-06,17.30.13,17:30:13,0,0,1,0,25655,873.72,0,,,,
2021-01-06_17.30.30,2021-01-06 17:30:30,2021-01-06,17.30.30,17:30:30,0,0,1,0,25655,876.51,0,,,,
2021-01-06_17.30.48,2021-01-06 17:30:48,2021-01-06,17.30.48,17:30:48,0,0,1,0,25655,876.51,0,,,,
2021-01-06_17.31.05,2021-01-06 17:31:05,2021-01-06,17.31.05,17:31:05,0,0,1,0,25655,876.51,0,,,,
2021-01-06_17.31.23,2021-01-06 17:31:23,2021-01-06,17.31.23,17:31:23,0,0,1,0,25655,876.51,0,,,,
2021-01-06_17.31.40,2021-01-06 17:31:40,2021-01-06,17.31.40,17:31:40,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.31.56,2021-01-06 17:31:56,2021-01-06,17.31.56,17:31:56,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.32.13,2021-01-06 17:32:13,2021-01-06,17.32.13,17:32:13,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.32.30,2021-01-06 17:32:30,2021-01-06,17.32.30,17:32:30,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.32.48,2021-01-06 17:32:48,2021-01-06,17.32.48,17:32:48,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.33.05,2021-01-06 17:33:05,2021-01-06,17.33.05,17:33:05,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.33.23,2021-01-06 17:33:23,2021-01-06,17.33.23,17:33:23,0,0,1,0,25763,876.51,0,,,,
2021-01-06_17.33.40,2021-01-06 17:33:40,2021-01-06,17.33.40,17:33:40,0,0,1,0,25763,879.78,0,,,,
2021-01-06_17.33.57,2021-01-06 17:33:57,2021-01-06,17.33.57,17:33:57,0,0,1,0,25763,879.78,0,,,,
2021-01-06_17.34.15,2021-01-06 17:34:15,2021-01-06,17.34.15,17:34:15,0,0,1,0,25763,879.78,0,,,,
2021-01-06_17.34.32,2021-01-06 17:34:32,2021-01-06,17.34.32,17:34:32,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.34.50,2021-01-06 17:34:50,2021-01-06,17.34.50,17:34:50,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.35.09,2021-01-06 17:35:09,2021-01-06,17.35.09,17:35:09,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.35.26,2021-01-06 17:35:26,2021-01-06,17.35.26,17:35:26,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.35.44,2021-01-06 17:35:44,2021-01-06,17.35.44,17:35:44,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.36.01,2021-01-06 17:36:01,2021-01-06,17.36.01,17:36:01,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.36.18,2021-01-06 17:36:18,2021-01-06,17.36.18,17:36:18,0,0,1,0,25779,879.78,0,,,,
2021-01-06_17.36.35,2021-01-06 17:36:35,2021-01-06,17.36.35,17:36:35,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.36.52,2021-01-06 17:36:52,2021-01-06,17.36.52,17:36:52,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.37.10,2021-01-06 17:37:10,2021-01-06,17.37.10,17:37:10,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.37.27,2021-01-06 17:37:27,2021-01-06,17.37.27,17:37:27,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.37.45,2021-01-06 17:37:45,2021-01-06,17.37.45,17:37:45,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.38.02,2021-01-06 17:38:02,2021-01-06,17.38.02,17:38:02,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.38.19,2021-01-06 17:38:19,2021-01-06,17.38.19,17:38:19,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.38.38,2021-01-06 17:38:38,2021-01-06,17.38.38,17:38:38,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.38.56,2021-01-06 17:38:56,2021-01-06,17.38.56,17:38:56,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.39.13,2021-01-06 17:39:13,2021-01-06,17.39.13,17:39:13,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.39.30,2021-01-06 17:39:30,2021-01-06,17.39.30,17:39:30,0,0,1,0,25786,879.71,0,,,,
2021-01-06_17.39.47,2021-01-06 17:39:47,2021-01-06,17.39.47,17:39:47,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.40.05,2021-01-06 17:40:05,2021-01-06,17.40.05,17:40:05,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.40.22,2021-01-06 17:40:22,2021-01-06,17.40.22,17:40:22,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.40.39,2021-01-06 17:40:39,2021-01-06,17.40.39,17:40:39,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.40.56,2021-01-06 17:40:56,2021-01-06,17.40.56,17:40:56,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.41.13,2021-01-06 17:41:13,2021-01-06,17.41.13,17:41:13,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.41.31,2021-01-06 17:41:31,2021-01-06,17.41.31,17:41:31,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.41.49,2021-01-06 17:41:49,2021-01-06,17.41.49,17:41:49,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.42.06,2021-01-06 17:42:06,2021-01-06,17.42.06,17:42:06,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.42.24,2021-01-06 17:42:24,2021-01-06,17.42.24,17:42:24,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.42.41,2021-01-06 17:42:41,2021-01-06,17.42.41,17:42:41,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.42.58,2021-01-06 17:42:58,2021-01-06,17.42.58,17:42:58,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.43.15,2021-01-06 17:43:15,2021-01-06,17.43.15,17:43:15,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.43.33,2021-01-06 17:43:33,2021-01-06,17.43.33,17:43:33,0,0,1,0,25803,880.09,0,,,,
2021-01-06_17.43.50,2021-01-06 17:43:50,2021-01-06,17.43.50,17:43:50,0,0,1,0,25803,878.57,0,,,,
2021-01-06_17.44.07,2021-01-06 17:44:07,2021-01-06,17.44.07,17:44:07,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.44.24,2021-01-06 17:44:24,2021-01-06,17.44.24,17:44:24,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.44.41,2021-01-06 17:44:41,2021-01-06,17.44.41,17:44:41,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.44.58,2021-01-06 17:44:58,2021-01-06,17.44.58,17:44:58,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.45.15,2021-01-06 17:45:15,2021-01-06,17.45.15,17:45:15,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.45.32,2021-01-06 17:45:32,2021-01-06,17.45.32,17:45:32,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.45.49,2021-01-06 17:45:49,2021-01-06,17.45.49,17:45:49,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.46.06,2021-01-06 17:46:06,2021-01-06,17.46.06,17:46:06,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.46.22,2021-01-06 17:46:22,2021-01-06,17.46.22,17:46:22,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.46.39,2021-01-06 17:46:39,2021-01-06,17.46.39,17:46:39,0,0,1,0,25768,878.57,0,,,,
2021-01-06_17.46.57,2021-01-06 17:46:57,2021-01-06,17.46.57,17:46:57,0,0,1,0,25768,880.17,0,,,,
2021-01-06_17.47.15,2021-01-06 17:47:15,2021-01-06,17.47.15,17:47:15,0,0,1,0,25768,880.17,0,,,,
2021-01-06_17.47.32,2021-01-06 17:47:32,2021-01-06,17.47.32,17:47:32,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.47.49,2021-01-06 17:47:49,2021-01-06,17.47.49,17:47:49,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.48.07,2021-01-06 17:48:07,2021-01-06,17.48.07,17:48:07,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.48.24,2021-01-06 17:48:24,2021-01-06,17.48.24,17:48:24,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.48.41,2021-01-06 17:48:41,2021-01-06,17.48.41,17:48:41,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.48.59,2021-01-06 17:48:59,2021-01-06,17.48.59,17:48:59,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.49.16,2021-01-06 17:49:16,2021-01-06,17.49.16,17:49:16,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.49.33,2021-01-06 17:49:33,2021-01-06,17.49.33,17:49:33,0,0,1,0,25816,880.17,0,,,,
2021-01-06_17.49.51,2021-01-06 17:49:51,2021-01-06,17.49.51,17:49:51,0,0,1,0,25793,880.17,0,,,,
2021-01-06_17.50.08,2021-01-06 17:50:08,2021-01-06,17.50.08,17:50:08,0,0,1,0,25793,880.17,0,,,,
2021-01-06_17.50.26,2021-01-06 17:50:26,2021-01-06,17.50.26,17:50:26,0,0,1,0,25793,880.17,0,,,,
2021-01-06_17.50.43,2021-01-06 17:50:43,2021-01-06,17.50.43,17:50:43,0,0,1,0,25793,880.17,0,,,,
2021-01-06_17.51.00,2021-01-06 17:51:00,2021-01-06,17.51.00,17:51:00,0,0,1,0,25793,880.17,0,,,,
2021-01-06_17.51.17,2021-01-06 17:51:17,2021-01-06,17.51.17,17:51:17,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.51.35,2021-01-06 17:51:35,2021-01-06,17.51.35,17:51:35,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.51.53,2021-01-06 17:51:53,2021-01-06,17.51.53,17:51:53,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.52.11,2021-01-06 17:52:11,2021-01-06,17.52.11,17:52:11,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.52.28,2021-01-06 17:52:28,2021-01-06,17.52.28,17:52:28,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.52.47,2021-01-06 17:52:47,2021-01-06,17.52.47,17:52:47,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.53.05,2021-01-06 17:53:05,2021-01-06,17.53.05,17:53:05,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.53.21,2021-01-06 17:53:21,2021-01-06,17.53.21,17:53:21,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.53.39,2021-01-06 17:53:39,2021-01-06,17.53.39,17:53:39,0,0,1,0,25793,881.92,0,,,,
2021-01-06_17.53.56,2021-01-06 17:53:56,2021-01-06,17.53.56,17:53:56,0,0,1,0,25748,881.92,0,,,,
2021-01-06_17.54.13,2021-01-06 17:54:13,2021-01-06,17.54.13,17:54:13,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.54.30,2021-01-06 17:54:30,2021-01-06,17.54.30,17:54:30,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.54.47,2021-01-06 17:54:47,2021-01-06,17.54.47,17:54:47,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.55.05,2021-01-06 17:55:05,2021-01-06,17.55.05,17:55:05,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.55.22,2021-01-06 17:55:22,2021-01-06,17.55.22,17:55:22,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.55.39,2021-01-06 17:55:39,2021-01-06,17.55.39,17:55:39,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.55.56,2021-01-06 17:55:56,2021-01-06,17.55.56,17:55:56,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.56.14,2021-01-06 17:56:14,2021-01-06,17.56.14,17:56:14,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.56.31,2021-01-06 17:56:31,2021-01-06,17.56.31,17:56:31,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.56.48,2021-01-06 17:56:48,2021-01-06,17.56.48,17:56:48,0,0,1,0,25748,883.38,0,,,,
2021-01-06_17.57.05,2021-01-06 17:57:05,2021-01-06,17.57.05,17:57:05,0,0,1,0,25738,883.38,0,,,,
2021-01-06_17.57.22,2021-01-06 17:57:22,2021-01-06,17.57.22,17:57:22,0,0,1,0,25738,883.38,0,,,,
2021-01-06_17.57.39,2021-01-06 17:57:39,2021-01-06,17.57.39,17:57:39,0,0,1,0,25738,883.38,0,,,,
2021-01-06_17.57.56,2021-01-06 17:57:56,2021-01-06,17.57.56,17:57:56,0,0,1,0,25738,883.38,0,,,,
2021-01-06_17.58.14,2021-01-06 17:58:14,2021-01-06,17.58.14,17:58:14,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.58.31,2021-01-06 17:58:31,2021-01-06,17.58.31,17:58:31,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.58.47,2021-01-06 17:58:47,2021-01-06,17.58.47,17:58:47,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.59.04,2021-01-06 17:59:04,2021-01-06,17.59.04,17:59:04,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.59.22,2021-01-06 17:59:22,2021-01-06,17.59.22,17:59:22,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.59.39,2021-01-06 17:59:39,2021-01-06,17.59.39,17:59:39,0,0,1,0,25738,882.83,0,,,,
2021-01-06_17.59.57,2021-01-06 17:59:57,2021-01-06,17.59.57,17:59:57,0,0,1,0,25738,882.83,0,,,,
2021-01-06_18.00.15,2021-01-06 18:00:15,2021-01-06,18.00.15,18:00:15,0,0,1,0,25739,882.83,0,,,,
2021-01-06_18.00.32,2021-01-06 18:00:32,2021-01-06,18.00.32,18:00:32,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.00.49,2021-01-06 18:00:49,2021-01-06,18.00.49,18:00:49,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.01.07,2021-01-06 18:01:07,2021-01-06,18.01.07,18:01:07,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.01.24,2021-01-06 18:01:24,2021-01-06,18.01.24,18:01:24,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.01.47,2021-01-06 18:01:47,2021-01-06,18.01.47,18:01:47,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.02.04,2021-01-06 18:02:04,2021-01-06,18.02.04,18:02:04,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.02.21,2021-01-06 18:02:21,2021-01-06,18.02.21,18:02:21,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.02.39,2021-01-06 18:02:39,2021-01-06,18.02.39,18:02:39,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.02.56,2021-01-06 18:02:56,2021-01-06,18.02.56,18:02:56,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.03.13,2021-01-06 18:03:13,2021-01-06,18.03.13,18:03:13,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.03.30,2021-01-06 18:03:30,2021-01-06,18.03.30,18:03:30,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.03.47,2021-01-06 18:03:47,2021-01-06,18.03.47,18:03:47,0,0,1,0,25739,879.92,0,,,,
2021-01-06_18.04.05,2021-01-06 18:04:05,2021-01-06,18.04.05,18:04:05,0,0,1,0,25739,880.45,0,,,,
2021-01-06_18.04.22,2021-01-06 18:04:22,2021-01-06,18.04.22,18:04:22,0,0,1,0,25739,880.45,0,,,,
2021-01-06_18.04.39,2021-01-06 18:04:39,2021-01-06,18.04.39,18:04:39,0,0,1,0,25739,880.45,0,,,,
2021-01-06_18.04.58,2021-01-06 18:04:58,2021-01-06,18.04.58,18:04:58,0,0,1,0,25739,880.45,0,,,,
2021-01-06_18.05.17,2021-01-06 18:05:17,2021-01-06,18.05.17,18:05:17,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.05.34,2021-01-06 18:05:34,2021-01-06,18.05.34,18:05:34,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.05.51,2021-01-06 18:05:51,2021-01-06,18.05.51,18:05:51,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.06.09,2021-01-06 18:06:09,2021-01-06,18.06.09,18:06:09,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.06.27,2021-01-06 18:06:27,2021-01-06,18.06.27,18:06:27,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.06.44,2021-01-06 18:06:44,2021-01-06,18.06.44,18:06:44,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.07.01,2021-01-06 18:07:01,2021-01-06,18.07.01,18:07:01,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.07.19,2021-01-06 18:07:19,2021-01-06,18.07.19,18:07:19,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.07.37,2021-01-06 18:07:37,2021-01-06,18.07.37,18:07:37,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.07.56,2021-01-06 18:07:56,2021-01-06,18.07.56,18:07:56,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.08.13,2021-01-06 18:08:13,2021-01-06,18.08.13,18:08:13,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.08.31,2021-01-06 18:08:31,2021-01-06,18.08.31,18:08:31,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.08.48,2021-01-06 18:08:48,2021-01-06,18.08.48,18:08:48,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.09.05,2021-01-06 18:09:05,2021-01-06,18.09.05,18:09:05,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.09.22,2021-01-06 18:09:22,2021-01-06,18.09.22,18:09:22,0,0,1,0,25765,880.45,0,,,,
2021-01-06_18.09.40,2021-01-06 18:09:40,2021-01-06,18.09.40,18:09:40,0,0,1,0,25765,884.19,0,,,,
2021-01-06_18.09.57,2021-01-06 18:09:57,2021-01-06,18.09.57,18:09:57,0,0,1,0,25765,884.19,0,,,,
2021-01-06_18.10.14,2021-01-06 18:10:14,2021-01-06,18.10.14,18:10:14,0,0,1,0,25765,884.19,0,,,,
2021-01-06_18.10.32,2021-01-06 18:10:32,2021-01-06,18.10.32,18:10:32,0,0,1,0,25925,884.19,0,,,,
2021-01-06_18.10.49,2021-01-06 18:10:49,2021-01-06,18.10.49,18:10:49,0,0,1,0,25925,884.19,0,,,,
2021-01-06_18.11.07,2021-01-06 18:11:07,2021-01-06,18.11.07,18:11:07,0,0,1,0,25925,884.19,0,,,,
2021-01-06_18.11.24,2021-01-06 18:11:24,2021-01-06,18.11.24,18:11:24,0,0,1,0,25925,884.19,0,,,,
2021-01-06_18.11.42,2021-01-06 18:11:42,2021-01-06,18.11.42,18:11:42,0,0,1,0,25925,884.19,0,,,,
